source	traget
http://oaei.ontologymatching.org/2010/IIMBDATA/en/bishkek	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6751282800540170947
http://oaei.ontologymatching.org/2010/IIMBDATA/en/federated_states_of_micronesia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8503836162534259051
http://oaei.ontologymatching.org/2010/IIMBDATA/en/united_states	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2566571465077574323
http://oaei.ontologymatching.org/2010/IIMBDATA/en/charlotte_amalie	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4079763360197360340
http://oaei.ontologymatching.org/2010/IIMBDATA/en/namibia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item9191889621496622495
http://oaei.ontologymatching.org/2010/IIMBDATA/en/antigua_and_barbuda	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item635359839573506221
http://oaei.ontologymatching.org/2010/IIMBDATA/en/dee_bradley_baker	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5099910829126825295
http://oaei.ontologymatching.org/2010/IIMBDATA/en/mace_windu	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1491409042892949209
http://oaei.ontologymatching.org/2010/IIMBDATA/en/market_harborough	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4570656879729533784
http://oaei.ontologymatching.org/2010/IIMBDATA/en/kenny_baker	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1003161737692705241
http://oaei.ontologymatching.org/2010/IIMBDATA/en/greenville_mississippi	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3526378575963685361
http://oaei.ontologymatching.org/2010/IIMBDATA/en/star_wars_episode_iii_revenge_of_the_sith	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2093358935879725377
http://oaei.ontologymatching.org/2010/IIMBDATA/en/han_solo	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item567015640632339553
http://oaei.ontologymatching.org/2010/IIMBDATA/en/donnybrook_australia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2559049179342831765
http://oaei.ontologymatching.org/2010/IIMBDATA/en/philadelphia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4342169299277044479
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ian_abercrombie	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item816295095825957689
http://oaei.ontologymatching.org/2010/IIMBDATA/en/mas_amedda	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4262425627325641581
http://oaei.ontologymatching.org/2010/IIMBDATA/en/montserrat	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5129272673964625643
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0k3q_v	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item8323800550116303436
http://oaei.ontologymatching.org/2010/IIMBDATA/en/plymouth	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1461159394039433402
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvglz8	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item5288398895626920455
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvgm4c	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item3068176973615971397
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvglxv	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item4921203787633158379
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvd47l	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item2673418967295893067
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvgm4r	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item7600988425304221293
http://oaei.ontologymatching.org/2010/IIMBDATA/en/brunei	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3175653148033810490
http://oaei.ontologymatching.org/2010/IIMBDATA/en/rotorua	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2479349620691506240
http://oaei.ontologymatching.org/2010/IIMBDATA/en/hayden_christensen	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5446326396788307910
http://oaei.ontologymatching.org/2010/IIMBDATA/en/barbados	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3450919156969690422
http://oaei.ontologymatching.org/2010/IIMBDATA/en/count_dooku	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2248644555460287075
http://oaei.ontologymatching.org/2010/IIMBDATA/en/tuvalu	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item563208768510331861
http://oaei.ontologymatching.org/2010/IIMBDATA/en/auckland	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2365770810245084513
http://oaei.ontologymatching.org/2010/IIMBDATA/en/abuja	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6760877380353692550
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0k3r15	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item8787541242086153089
http://oaei.ontologymatching.org/2010/IIMBDATA/en/jay_lagaaia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2848364464195420480
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvgm5z	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item5483396596505527345
http://oaei.ontologymatching.org/2010/IIMBDATA/en/george_town	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5356487159579694038
http://oaei.ontologymatching.org/2010/IIMBDATA/en/isle_of_man	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4536058835999987231
http://oaei.ontologymatching.org/2010/IIMBDATA/en/solomon_islands	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3831395434433860267
http://oaei.ontologymatching.org/2010/IIMBDATA/en/mark_hamill	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8025631631914894025
http://oaei.ontologymatching.org/2010/IIMBDATA/en/the_valley_anguilla	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5152395474110227140
http://oaei.ontologymatching.org/2010/IIMBDATA/en/manila	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5099266428722872440
http://oaei.ontologymatching.org/2010/IIMBDATA/en/kuala_lumpur	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8895936350446806134
http://oaei.ontologymatching.org/2010/IIMBDATA/en/bristol	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6425064763079958176
http://oaei.ontologymatching.org/2010/IIMBDATA/en/puerto_rico	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6862142294832262824
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvglyx	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item5721149267502035491
http://oaei.ontologymatching.org/2010/IIMBDATA/en/captain_typho	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5365571372021019443
http://oaei.ontologymatching.org/2010/IIMBDATA/en/tanzania	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2271594532628928442
http://oaei.ontologymatching.org/2010/IIMBDATA/en/belmopan	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5418110812332879248
http://oaei.ontologymatching.org/2010/IIMBDATA/en/bandar_seri_begawan	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5894120867412860305
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvgm5l	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item112607956176815583
http://oaei.ontologymatching.org/2010/IIMBDATA/en/pittsburgh	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2516899722729458193
http://oaei.ontologymatching.org/2010/IIMBDATA/en/vanuatu	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5802346602582928698
http://oaei.ontologymatching.org/2010/IIMBDATA/en/brooklyn	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item140938053909742590
http://oaei.ontologymatching.org/2010/IIMBDATA/en/lesotho	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6169774286707925498
http://oaei.ontologymatching.org/2010/IIMBDATA/en/vancouver_british_columbia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6788179804325719214
http://oaei.ontologymatching.org/2010/IIMBDATA/en/obi-wan_kenobi	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4489608552153845629
http://oaei.ontologymatching.org/2010/IIMBDATA/en/addis_ababa	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item452952361820291081
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvglzq	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item7133731449825021094
http://oaei.ontologymatching.org/2010/IIMBDATA/en/terence_stamp	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3824586231970368565
http://oaei.ontologymatching.org/2010/IIMBDATA/en/canberra	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4517229783046144536
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvddmr	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item3357265878517245840
http://oaei.ontologymatching.org/2010/IIMBDATA/en/bruce_spence	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item7168661739075916726
http://oaei.ontologymatching.org/2010/IIMBDATA/en/carrie_fisher	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6491861022155634330
http://oaei.ontologymatching.org/2010/IIMBDATA/en/sealand	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3407682519732257609
http://oaei.ontologymatching.org/2010/IIMBDATA/en/suva	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6589728295077653621
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ukraine	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1999436050771790077
http://oaei.ontologymatching.org/2010/IIMBDATA/en/christopher_lee	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2009518203396535905
http://oaei.ontologymatching.org/2010/IIMBDATA/en/star_wars_storm_in_the_glass	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5200948315644953179
http://oaei.ontologymatching.org/2010/IIMBDATA/en/jim_henson	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1343217083548093810
http://oaei.ontologymatching.org/2010/IIMBDATA/en/rose_byrne	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6187942062484998765
http://oaei.ontologymatching.org/2010/IIMBDATA/en/darth_vader	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3787974832012332738
http://oaei.ontologymatching.org/2010/IIMBDATA/en/jango_fett	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item9014282011771949711
http://oaei.ontologymatching.org/2010/IIMBDATA/en/russia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4427736783820923643
http://oaei.ontologymatching.org/2010/IIMBDATA/en/guyana	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6880039625491388601
http://oaei.ontologymatching.org/2010/IIMBDATA/en/jake_lloyd	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4864034949325467775
http://oaei.ontologymatching.org/2010/IIMBDATA/en/padme_amidala	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2769195772027617271
http://oaei.ontologymatching.org/2010/IIMBDATA/en/burbank	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5713008677193256563
http://oaei.ontologymatching.org/2010/IIMBDATA/en/llanishen	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1692497539389367697
http://oaei.ontologymatching.org/2010/IIMBDATA/en/tion_medon	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6408350574793351504
http://oaei.ontologymatching.org/2010/IIMBDATA/en/dodoma	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2210690216538326746
http://oaei.ontologymatching.org/2010/IIMBDATA/en/sebastian_shaw_1905	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8061177115506282273
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ottawa	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6629408845638695565
http://oaei.ontologymatching.org/2010/IIMBDATA/en/islamabad	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6419742796659818042
http://oaei.ontologymatching.org/2010/IIMBDATA/en/chewbacca	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4732322251927039920
http://oaei.ontologymatching.org/2010/IIMBDATA/en/sydney	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4107776523900792971
http://oaei.ontologymatching.org/2010/IIMBDATA/en/accra	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6619652198987902843
http://oaei.ontologymatching.org/2010/IIMBDATA/en/astana	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2546376188858556711
http://oaei.ontologymatching.org/2010/IIMBDATA/en/keira_knightley	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item9185851784079534476
http://oaei.ontologymatching.org/2010/IIMBDATA/en/brian_blessed	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6130684074796367679
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ewan_mcgregor	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1473966558363262459
http://oaei.ontologymatching.org/2010/IIMBDATA/en/manchester_united_kingdom	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2308352613691674032
http://oaei.ontologymatching.org/2010/IIMBDATA/en/saint_lucia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3819360250099017028
http://oaei.ontologymatching.org/2010/IIMBDATA/en/second_polish_republic	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item476706394818538956
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ian_mcdiarmid	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1665401821179624399
http://oaei.ontologymatching.org/2010/IIMBDATA/en/minsk	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3256128722750451636
http://oaei.ontologymatching.org/2010/IIMBDATA/en/new_york_state	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4529923883029714694
http://oaei.ontologymatching.org/2010/IIMBDATA/en/indiana	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2408588465907094605
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ethiopia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1562388154400220889
http://oaei.ontologymatching.org/2010/IIMBDATA/en/zimbabwe	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2267638691216872841
http://oaei.ontologymatching.org/2010/IIMBDATA/en/adamstown_pitcairn_island	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1991771944847303692
http://oaei.ontologymatching.org/2010/IIMBDATA/en/jason_wingreen	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1876744838424840723
http://oaei.ontologymatching.org/2010/IIMBDATA/en/port_louis	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item9041726629922821814
http://oaei.ontologymatching.org/2010/IIMBDATA/en/douglas_isle_of_man	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3920340490962655029
http://oaei.ontologymatching.org/2010/IIMBDATA/en/alec_guinness	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4983401635207287370
http://oaei.ontologymatching.org/2010/IIMBDATA/en/star_wars_episode_v_the_empire_strikes_back	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6584327353356493105
http://oaei.ontologymatching.org/2010/IIMBDATA/en/canada	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1879361470315532292
http://oaei.ontologymatching.org/2010/IIMBDATA/en/kenya	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6199434148577899477
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvd4c2	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item8532197165573890146
http://oaei.ontologymatching.org/2010/IIMBDATA/en/san_juan_puerto_rico	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1638049856068070037
http://oaei.ontologymatching.org/2010/IIMBDATA/en/san_fernando_valley	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4257564788119468952
http://oaei.ontologymatching.org/2010/IIMBDATA/en/vatican_city	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2378639404368620759
http://oaei.ontologymatching.org/2010/IIMBDATA/en/territory_of_new_guinea	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3160063867215853967
http://oaei.ontologymatching.org/2010/IIMBDATA/en/apia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8783795482460533241
http://oaei.ontologymatching.org/2010/IIMBDATA/en/hamilton_bermuda	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3054287699097478098
http://oaei.ontologymatching.org/2010/IIMBDATA/en/overland_park	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6157719918669881217
http://oaei.ontologymatching.org/2010/IIMBDATA/en/daniel_logan	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5370386228473329405
http://oaei.ontologymatching.org/2010/IIMBDATA/en/lusaka	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5433024907596315166
http://oaei.ontologymatching.org/2010/IIMBDATA/en/cambridge_massachusetts	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6906259560684453735
http://oaei.ontologymatching.org/2010/IIMBDATA/en/anguilla	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3307188635941375596
http://oaei.ontologymatching.org/2010/IIMBDATA/en/liberia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4469428740186151336
http://oaei.ontologymatching.org/2010/IIMBDATA/en/funafuti	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8684125346748819053
http://oaei.ontologymatching.org/2010/IIMBDATA/en/shmi_skywalker	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item7795196330855407441
http://oaei.ontologymatching.org/2010/IIMBDATA/en/grand_moff_tarkin	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1412101199075360889
http://oaei.ontologymatching.org/2010/IIMBDATA/en/darth_maul	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item393597260659054692
http://oaei.ontologymatching.org/2010/IIMBDATA/en/kampala	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8877927730063704939
http://oaei.ontologymatching.org/2010/IIMBDATA/en/united_states_virgin_islands	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3860024388915006213
http://oaei.ontologymatching.org/2010/IIMBDATA/en/james_earl_jones	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2111483275871466367
http://oaei.ontologymatching.org/2010/IIMBDATA/en/st_johns_antigua_and_barbuda	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4109706653914285783
http://oaei.ontologymatching.org/2010/IIMBDATA/en/washington_united_states	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item7083972456496042117
http://oaei.ontologymatching.org/2010/IIMBDATA/en/uganda	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4659236377810387335
http://oaei.ontologymatching.org/2010/IIMBDATA/en/wayne_pygram	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item398787052291562616
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvddn3	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item122712237189939034
http://oaei.ontologymatching.org/2010/IIMBDATA/en/star_wars_gangsta_rap	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item7666215002329863168
http://oaei.ontologymatching.org/2010/IIMBDATA/en/papua_new_guinea	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2584639456911587076
http://oaei.ontologymatching.org/2010/IIMBDATA/en/ray_park	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8131785039948890498
http://oaei.ontologymatching.org/2010/IIMBDATA/en/kyrgyzstan	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item4906240975999421210
http://oaei.ontologymatching.org/2010/IIMBDATA/en/marylebone	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6671532458008015785
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0k3r5j	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item1289511042292937132
http://oaei.ontologymatching.org/2010/IIMBDATA/en/shelagh_fraser	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3946463809839940612
http://oaei.ontologymatching.org/2010/IIMBDATA/en/jar_jar_binks	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item2029090791193214564
http://oaei.ontologymatching.org/2010/IIMBDATA/en/grytviken	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1504731243908299270
http://oaei.ontologymatching.org/2010/IIMBDATA/en/peter_mayhew	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6516922336756290500
http://oaei.ontologymatching.org/2010/IIMBDATA/en/nauru	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1553528668599862532
http://oaei.ontologymatching.org/2010/IIMBDATA/en/philippines	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item3875072258060156952
http://oaei.ontologymatching.org/2010/IIMBDATA/en/st_georges	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1006740599615949133
http://oaei.ontologymatching.org/2010/IIMBDATA/en/c-3po	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item8349164770685993150
http://oaei.ontologymatching.org/2010/IIMBDATA/en/monrovia	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item7091867533900490095
http://oaei.ontologymatching.org/2010/IIMBDATA/m/0bvhs6h	http://oaei.ontologymatching.org/2010/IIMBDATA/m/item1857909445540272951
http://oaei.ontologymatching.org/2010/IIMBDATA/en/south_georgia_and_the_south_sandwich_islands	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item7428933488232369987
http://oaei.ontologymatching.org/2010/IIMBDATA/en/new_zealand	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item5838595644485277065
http://oaei.ontologymatching.org/2010/IIMBDATA/en/port_vila	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6099736597186079757
http://oaei.ontologymatching.org/2010/IIMBDATA/en/baron_papanoida	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1502279510668061863
http://oaei.ontologymatching.org/2010/IIMBDATA/en/moldova	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item6754680440083593091
http://oaei.ontologymatching.org/2010/IIMBDATA/en/alex_mccrindle	http://oaei.ontologymatching.org/2010/IIMBDATA/en/item1723475277319565111
